Codigo,Data_Inicio,Data_Fim,Ato_Legal,Numero,Ano,IBS,CBS
8061000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8062000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
807,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8071,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8071100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8071900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8072000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
808,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8081000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8083000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8084000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
809,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8091000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8092,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8092100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8092900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
80930,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8093010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8093020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8094000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
810,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8101000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8102000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8103000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8104000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8105000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8106000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8107000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
81090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
810901,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109011,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109012,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109013,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109014,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109015,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109016,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109017,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8109090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
811,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8111000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8112000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8119000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
812,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8121000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8129000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
813,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8131000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
81320,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8132010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8132020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8133000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
81340,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8134010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8134090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8135000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
8140000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
901,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9011,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
90111,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9011110,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9011190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9011200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9012,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9012100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9012200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9019000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
902,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9021000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9022000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9023000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9024000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
90300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9030010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9030090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
904,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9041,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9041100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9041200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9042,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9042100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9042200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
905,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9051000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9052000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
906,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9061,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9061100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9061900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9062000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
907,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9071000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9072000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
908,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9081,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9081100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9081200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9082,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9082100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9082200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9083,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9083100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9083200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
909,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9092,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9092100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9092200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9093,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9093100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9093200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
90961,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096110,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096120,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
90962,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096210,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096220,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9096290,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9101,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9101100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9101200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9102000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9103000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9109,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9109100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
9109900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1001,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10011,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10011100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10011900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10019,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10019100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10019900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1002,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10021000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10029000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1003,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10031000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100390,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10039010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10039080,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10039090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1004,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10041000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10049000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1005,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10051000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100590,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10059010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10059090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1006,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100610,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10061010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1006109,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10061091,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10061092,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100620,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10062010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10062020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100630,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1006301,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10063011,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10063019,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1006302,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10063021,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10063029,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10064000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1007,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10071000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10079000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1008,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100810,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10081010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10081090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10082,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100821,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10082110,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10082190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100829,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10082910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10082990,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100830,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10083010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10083090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100840,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10084010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10084090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100850,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10085010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10085090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100860,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10086010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10086090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
100890,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10089010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
10089090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
110100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11010010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11010020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1102,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11022000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11029000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1103,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11031,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11031100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11031300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11031900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11032000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1104,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11041,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11041200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11041900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11042,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11042200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11042300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11042900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11043000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1105,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11051000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11052000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1106,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11061000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11062000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11063000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1107,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
110710,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11071010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11071020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
110720,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11072010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11072020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1108,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081400,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11081900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11082000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
11090000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1201,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12011000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12019000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1202,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12023000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12024,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12024100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12024200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12030000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120400,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12040010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12040090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1205,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120510,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12051010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12051090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120590,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12059010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12059090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120600,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12060010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12060090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1207,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120710,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12071010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12071090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12072,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12072100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12072900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120730,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12073010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12073090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120740,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12074010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12074090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120750,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12075010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12075090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120760,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12076010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12076090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120770,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12077010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12077090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12079,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120791,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12079110,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12079190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
120799,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12079910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12079990,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1208,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12081000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12089000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1209,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12091000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092400,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092500,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12092900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12093000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12099,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12099100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12099900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1210,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12101000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
121020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12102010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12102020,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1211,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12112000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12113000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12114000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12115000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12116000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
121190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12119010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12119090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1212,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12122,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12122100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12122900,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129400,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
121299,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12129990,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12130000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1214,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12141000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
12149000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1301,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13012000,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13019010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13019090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1302,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130211,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021110,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021190,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021200,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021300,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021400,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130219,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021920,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021930,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021940,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021950,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021960,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1302199,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021991,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13021999,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130220,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13022010,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13022090,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023100,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130232,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1302321,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023211,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023219,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023220,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
130239,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023910,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
13023990,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
14,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
1401,01/04/2022,31/12/9999,Res Camex,272,2021,0.1,0.17
